User id,organization,organization type
438911,O9344,C
732047,O1708,G
591290,O4477,U
56038,O5866,U
733728,O559,C
139643,O9724,G
67619,O3442,U
959232,O9607,U
167465,O7938,C
444368,O9840,G
373371,O7001,U
26792,O8351,U
691646,O2538,C
685749,O954,G
584371,O4176,U
150703,O8173,U
443135,O7825,C
569382,O5280,G
207226,O6416,U
470621,O8166,U
71209,O1279,C
601541,O1990,G
645753,O5150,U
69437,O4548,U
201210,O3225,C
371535,O9108,G
929420,O6487,U
700789,O7726,U
54276,O3568,C
689811,O4073,G
485017,O9411,U
978105,O9225,U
243978,O6323,C
937384,O840,G
507333,O3945,U
970032,O4105,U
231832,O5954,C
349742,O5633,G
262153,O7980,U
80092,O6346,U
685588,O4969,C
244374,O6087,G
227641,O4361,U
906050,O5808,U
182095,O5021,C
48034,O2338,G
237277,O5822,U
166675,O8261,U
197303,O8147,C
438095,O6439,G
247588,O2291,U
901797,O6858,U
171459,O8990,C
447865,O5360,G
956332,O3320,U
711643,O1233,U
157584,O9551,C
927807,O6136,G
634017,O4372,U
572893,O3756,U
389830,O243,C
312165,O7041,G
369079,O6596,U
989311,O7856,U
844678,O1875,C
375423,O7915,G
183898,O6950,U
708530,O5359,U
356417,O5167,C
652102,O5625,G
401916,O8939,U
105891,O3488,U
45975,O6127,C
45078,O2717,G
714286,O4250,U
522252,O6260,U
218146,O6376,C
208521,O926,G
324071,O1329,U
319606,O6992,U
780360,O6402,C
33179,O8812,G
885056,O4143,U
29072,O4052,U
56302,O9435,C
396143,O9365,G
839118,O4791,U
827131,O1180,U
849619,O567,C
772355,O9341,G
858405,O2925,U
936214,O2565,U
337776,O993,C
735800,O7440,G
574520,O8709,U
30626,O7545,U
281948,O5690,C
823002,O5277,G
686272,O931,U
73219,O1706,U
289046,O3735,C
850271,O7544,G
263322,O4321,U
140516,O105,U
561575,O1547,C
302995,O236,G
90554,O2747,U
86165,O2903,U
386709,O3251,C
870804,O5052,G
363271,O1820,U
108203,O8439,U
832556,O8321,C
376123,O8850,G
747805,O2303,U
554054,O8766,U
342359,O2803,C
233128,O2552,G
260584,O4545,U
293127,O8200,U
338124,O5519,C
935696,O9187,G
253443,O7219,U
413680,O3864,U
396505,O9089,C
89858,O2062,G
780846,O9614,U
451649,O877,U
202486,O2659,C
516247,O2128,G
328626,O259,U
586895,O2674,U
370406,O4173,C
119398,O4084,G
921571,O4973,U
999811,O8238,U
724469,O8273,C
111005,O1057,G
562719,O4587,U
38971,O8469,U
388282,O290,C
239176,O3,G
814793,O9856,U
172479,O5919,U
50133,O9403,C
975076,O7679,G
807038,O918,U
501206,O287,U
103495,O686,C
67207,O7683,G
945745,O257,U
614256,O7941,U
481012,O1740,C
108155,O9391,G
283559,O906,U
304540,O6697,U
124083,O1780,C
363626,O7329,G
470458,O6296,U
584635,O263,U
298828,O7819,C
974405,O9626,G
471639,O2691,U
681307,O2009,U
365446,O4598,C
425859,O1429,G
649331,O8118,U
79066,O7721,U
856418,O932,C
870956,O7219,G
457403,O3050,U
314096,O9513,U
884127,O1413,C
463473,O6330,G
803755,O5595,U
662232,O7297,U
461776,O5287,C
655138,O4558,G
361805,O1327,U
43548,O1213,U
317930,O1866,C
799301,O1227,G
714905,O9271,U
898990,O3618,U
537500,O9817,C
738643,O5342,G
84723,O3382,U
792045,O1098,U
967067,O6585,C
607352,O7635,G
174784,O4398,U
813927,O9058,U
782953,O1517,C
136257,O2584,G
634460,O8255,U
134820,O8163,U
708078,O1128,C
277736,O7223,G
851611,O3870,U
112283,O7505,U
768790,O2728,C
907008,O6479,G
190868,O3302,U
755517,O3697,U
491384,O100,C
257085,O7575,G
304659,O5269,U
538590,O9868,U
177211,O5455,C
539212,O4549,G
996085,O572,U
308299,O7890,U
825253,O6403,C
719352,O8193,G
143287,O5053,U
777063,O1153,U
974330,O4406,C
483068,O7686,G
763020,O9511,U
109754,O9418,U
294452,O335,C
35221,O7755,G
101226,O8859,U
58784,O3833,U
206967,O5923,C
739419,O4392,G
743753,O5411,U
76760,O531,U
5708,O6635,C
30283,O9300,G
39281,O7685,U
292285,O4734,U
952595,O8815,C
364740,O4932,G
233483,O94,U
695030,O5352,U
222225,O8857,C
403479,O5702,G
690316,O1210,U
700849,O5205,U
576070,O5608,C
997916,O1240,G
752730,O5996,U
817807,O9307,U
853861,O8398,C
427613,O9296,G
580536,O4378,U
119729,O3466,U
322981,O9077,C
700966,O8389,G
782712,O1526,U
650532,O1625,U
476958,O5256,C
949503,O5120,G
989446,O3737,U
413511,O3615,U
823886,O9822,C
557554,O5641,G
1082,O6261,U
574210,O1776,U
651053,O5617,C
977186,O5415,G
443680,O4578,U
40019,O2884,U
364787,O4750,C
218279,O3056,G
976059,O6698,U
582280,O1335,U
714226,O4230,C
661068,O7683,G
973490,O2852,U
576482,O2556,U
531132,O4497,C
623346,O4879,G
884029,O9742,U
246866,O8330,U
595404,O7689,C
637480,O3352,G
713437,O4131,U
262717,O3789,U
408856,O4094,C
238142,O2541,G
815035,O9125,U
706596,O2163,U
986133,O3171,C
18952,O7298,G
196856,O8959,U
29204,O8591,U
78575,O999,C
318277,O6965,G
720285,O5267,U
924371,O3079,U
367521,O5986,C
117901,O6259,G
279332,O6239,U
48403,O3620,U
366910,O1342,C
818890,O4511,G
465094,O4233,U
698875,O5935,U
704464,O9673,C
984590,O9733,G
925829,O3520,U
230883,O8907,U
159659,O1494,C
728969,O938,G
677882,O234,U
745678,O1047,U
829059,O7969,C
264691,O2765,G
179805,O5887,U
681360,O8892,U
64720,O1153,C
353508,O4647,G
788975,O7928,U
327280,O6886,U
221112,O1434,C
537337,O189,G
381231,O5907,U
108212,O3300,U
645513,O6900,C
174577,O4308,G
446757,O5403,U
188950,O3255,U
284686,O7354,C
611472,O468,G
303431,O3777,U
251679,O8555,U
727396,O2184,C
94819,O8727,G
568376,O9521,U
369817,O372,U
868227,O6259,C
614919,O6761,G
263209,O1798,U
458889,O1459,U
944788,O19,C
912066,O8383,G
458489,O6890,U
634937,O3110,U
626033,O5306,C
268990,O6065,G
462113,O8089,U
875797,O6153,U
82070,O9662,C
101237,O6544,G
477966,O5007,U
574585,O2663,U
39001,O4123,C
2373,O5506,G
776961,O4324,U
444429,O1523,U
469387,O6704,C
502859,O7598,G
895010,O1506,U
136228,O3829,U
347064,O5620,C
301457,O8581,G
551391,O5537,U
374912,O5777,U
117316,O2866,C
27456,O2090,G
543885,O4934,U
710024,O5564,U
516077,O2287,C
26375,O8235,G
444947,O8170,U
370465,O843,U
225005,O2225,C
876416,O3638,G
539864,O6313,U
85752,O8247,U
96692,O5265,C
273152,O280,G
913229,O4970,U
603402,O1121,U
394129,O3092,C
998598,O6951,G
379492,O5398,U
246050,O2370,U
875469,O2386,C
688276,O4519,G
362386,O1193,U
139734,O8945,U
432773,O9556,C
35488,O155,G
217675,O7179,U
30295,O1984,U
990989,O1386,C
560922,O7142,G
196309,O1188,U
445702,O6552,U
140581,O4223,C
361728,O9153,G
521387,O9970,U
773318,O4126,U
994462,O6615,C
313059,O857,G
143955,O5913,U
854232,O1634,U
242779,O3381,C
941135,O8303,G
174428,O9487,U
761409,O7381,U
194664,O5579,C
167864,O8253,G
784249,O5574,U
513332,O3462,U
759953,O9683,C
797026,O8643,G
661185,O8285,U
991911,O3084,U
337330,O6609,C
412902,O1267,G
920574,O4017,U
908437,O5873,U
516859,O9647,C
310479,O2839,G
973928,O4354,U
337079,O525,U
542774,O520,C
829966,O2985,G
930248,O8532,U
351105,O1317,U
756981,O4111,C
806299,O4070,G
975716,O3718,U
971178,O9880,U
561306,O7047,C
493125,O2658,G
88688,O2175,U
827383,O2999,U
460765,O5546,C
701566,O9691,G
519720,O6209,U
529822,O5196,U
461471,O9399,C
601418,O6562,G
875225,O9353,U
672963,O7938,U
340791,O5089,C
93519,O3384,G
322014,O189,U
734458,O1575,U
609632,O3316,C
531827,O1546,G
946487,O3737,U
28934,O8898,U
32865,O2925,C
589390,O8902,G
655669,O2518,U
476139,O6589,U
896178,O822,C
504777,O7141,G
977329,O6906,U
93543,O8681,U
372804,O9259,C
293041,O1931,G
790861,O6211,U
505432,O6064,U
154242,O3900,C
857740,O1708,G
273654,O7881,U
751813,O140,U
76956,O7497,C
250809,O7032,G
974388,O4597,U
194569,O2508,U
462196,O2017,C
919952,O87,G
938943,O4930,U
493485,O2266,U
370721,O1277,C
953839,O9706,G
445710,O4120,U
20869,O5188,U
588905,O4246,C
465576,O9878,G
869476,O5014,U
888667,O5716,U
967353,O6094,C
182035,O200,G
499688,O6836,U
746846,O8323,U
890150,O7933,C
828898,O7357,G
351776,O8914,U
49822,O3536,U
608794,O2367,C
953199,O7163,G
546258,O8586,U
886792,O7996,U
220427,O4481,C
885666,O2201,G
441789,O9691,U
526134,O9713,U
399304,O3262,C
256563,O540,G
717285,O4365,U
502786,O158,U
225343,O5265,C
546436,O3867,G
251301,O6284,U
195328,O3511,U
687183,O3669,C
326652,O2760,G
356526,O7393,U
602430,O115,U
856252,O6208,C
37167,O7528,G
538935,O2541,U
901594,O1143,U
89336,O582,C
686317,O4195,G
664671,O6481,U
72228,O4220,U
686154,O2457,C
471757,O5625,G
669180,O7685,U
123342,O9995,U
339641,O7363,C
824179,O5031,G
331101,O6879,U
116215,O6525,U
373049,O7806,C
9964,O9458,G
107446,O3672,U
199875,O1365,U
95400,O1533,C
698329,O1460,G
337194,O6502,U
457307,O7658,U
690965,O9363,C
683062,O2253,G
150637,O3478,U
61778,O6253,U
153021,O1041,C
409363,O5763,G
7574,O4305,U
332713,O4542,U
626193,O859,C
397654,O1486,G
995494,O6810,U
624746,O2333,U
709792,O9276,C
563727,O3126,G
204001,O926,U
660340,O9258,U
404571,O7599,C
969062,O9541,G
694875,O3204,U
289909,O1665,U
940454,O4262,C
551838,O833,G
743111,O6052,U
595537,O1029,U
660568,O1720,C
263447,O5102,G
680618,O2193,U
715245,O7641,U
329622,O8642,C
118056,O7446,G
414797,O2985,U
531623,O7654,U
317237,O3301,C
186467,O1962,G
788581,O4430,U
357898,O261,U
605273,O599,C
693571,O1699,G
5522,O563,U
762086,O6128,U
235650,O475,C
50946,O6278,G
435955,O8526,U
681607,O5468,U
303501,O8481,C
613181,O8313,G
287929,O1375,U
458071,O8376,U
129171,O6606,C
105840,O9249,G
175793,O1883,U
608856,O5102,U
259226,O6030,C
749304,O2255,G
407968,O4480,U
396959,O4300,U
963857,O4094,C
866669,O8086,G
633289,O4588,U
995003,O5278,U
240303,O8683,C
698495,O9060,G
630199,O3030,U
440767,O9666,U
58768,O5675,C
130681,O1794,G
142202,O6861,U
352921,O177,U
674272,O4281,C
550947,O8131,G
561096,O231,U
772544,O5178,U
680894,O9087,C
156234,O7421,G
330769,O1566,U
887240,O6154,U
541220,O3181,C
501538,O174,G
369191,O693,U
86110,O7137,U
351520,O123,C
87134,O7349,G
672202,O6245,U
323035,O602,U
599330,O214,C
732417,O7782,G
113061,O5947,U
524292,O1448,U
202778,O3562,C
22884,O829,G
762432,O121,U
571482,O5930,U
97984,O8709,C
16786,O2174,G
716918,O8247,U
45107,O5941,U
718316,O5022,C
449298,O6637,G
501426,O3955,U
490959,O4577,U
269380,O9656,C
111769,O9306,G
892387,O3662,U
879760,O643,U
209297,O5058,C
649948,O7919,G
268105,O218,U
270605,O6588,U
820875,O281,C
535885,O7884,G
391951,O4068,U
580205,O1682,U
468872,O3191,C
778204,O6767,G
748578,O6197,U
208926,O3741,U
197227,O1463,C
833121,O9607,G
498146,O6103,U
711437,O9773,U
100372,O6627,C
571997,O4696,G
501291,O9475,U
616761,O7465,U
873056,O4770,C
549117,O2751,G
999791,O7661,U
594253,O2512,U
585972,O3122,C
863620,O5100,G
118206,O2699,U
33403,O7517,U
224179,O3388,C
617763,O1197,G
746559,O172,U
384919,O2964,U
688217,O7087,C
406105,O9588,G
755438,O7330,U
632208,O436,U
114272,O4552,C
794913,O1250,G
15486,O7310,U
2460,O407,U
857894,O467,C
627380,O2575,G
881952,O6284,U
600032,O3177,U
718122,O3137,C
823901,O7364,G
326237,O9643,U
248625,O2852,U
647645,O76,C
13293,O2942,G
132858,O9653,U
289936,O7141,U
269398,O8352,C
416563,O661,G
21967,O4173,U
296589,O3191,U
600962,O2646,C
245172,O4366,G
339767,O4490,U
183088,O3530,U
418957,O3217,C
949764,O335,G
528052,O6548,U
251337,O75,U
756407,O3903,C
738732,O5771,G
502333,O9593,U
970295,O5028,U
203421,O9007,C
729054,O1690,G
618608,O1018,U
815829,O2894,U
337069,O4003,C
158839,O5446,G
244760,O9559,U
756071,O8101,U
248477,O678,C
595305,O5564,G
853187,O6254,U
768150,O8092,U
318779,O3436,C
23967,O5861,G
182071,O9047,U
681948,O8784,U
478527,O2779,C
371,O9598,G
478307,O2626,U
377044,O9447,U
13484,O4814,C
433761,O1289,G
990030,O5489,U
716649,O819,U
547289,O4130,C
53102,O608,G
87649,O5055,U
739474,O8752,U
939232,O7593,C
375780,O1078,G
23631,O9279,U
525515,O2614,U
800260,O9338,C
95575,O9902,G
742005,O9429,U
680890,O5410,U
277592,O2127,C
212132,O9705,G
432470,O4171,U
851776,O5454,U
957460,O7439,C
462733,O1299,G
285241,O4916,U
398817,O3456,U
531680,O9506,C
603770,O2585,G
310187,O5531,U
688705,O1759,U
768081,O5025,C
695801,O7925,G
966092,O802,U
839764,O9408,U
317131,O86,C
509266,O4665,G
149909,O2764,U
205997,O9047,U
967483,O1211,C
14612,O7839,G
338060,O121,U
987526,O1823,U
934337,O4201,C
891925,O4127,G
980368,O8272,U
462890,O4955,U
779722,O5552,C
167384,O8359,G
758524,O7421,U
585699,O8067,U
407022,O3880,C
933627,O9167,G
576277,O2972,U
539535,O9103,U
608939,O1171,C
668680,O443,G
293304,O9299,U
3277,O8050,U
252159,O3579,C
572008,O2030,G
955398,O8406,U
334853,O1126,U
931816,O5123,C
51238,O7748,G
992420,O7824,U
94868,O2678,U
277263,O6300,C
901036,O895,G
560482,O125,U
764905,O8707,U
227099,O9758,C
390779,O8901,G
835200,O6765,U
546435,O4386,U
40822,O7676,C
817360,O2118,G
690820,O7637,U
929288,O605,U
296229,O673,C
440033,O122,G
841161,O7175,U
198101,O343,U
300751,O8092,C
93199,O9566,G
794603,O8741,U
124719,O5565,U
711112,O991,C
501739,O8586,G
517700,O5726,U
549776,O8361,U
19061,O6749,C
35592,O126,G
680410,O4868,U
566868,O375,U
909464,O2029,C
676660,O1909,G
47125,O6125,U
117232,O592,U
39058,O5332,C
284604,O856,G
400265,O7375,U
994367,O670,U
665726,O802,C
535094,O5949,G
4824,O708,U
205459,O8774,U
815634,O1277,C
262563,O3942,G
79602,O2521,U
65286,O1377,U
41655,O5793,C
39647,O1157,G
191589,O1106,U
329469,O4276,U
73390,O8718,C
275019,O4045,G
633329,O700,U
724440,O5720,U
74819,O7161,C
472119,O9379,G
545478,O5719,U
288348,O6475,U
923483,O8224,C
479650,O4654,G
887269,O5664,U
995844,O4296,U
702134,O5685,C
221018,O8269,G
236807,O7329,U
737710,O7778,U
563008,O4499,C
753574,O3997,G
471648,O2368,U
683317,O4330,U
17223,O2783,C
495918,O3190,G
714239,O3409,U
146445,O7683,U
971063,O134,C
680766,O9825,G
507885,O3795,U
597502,O4821,U
221353,O4687,C
728600,O9828,G
701703,O3064,U
689831,O1276,U
610042,O3729,C
209184,O1493,G
908305,O5691,U
308988,O8851,U
459015,O9543,C
45284,O8142,G
571644,O1287,U
291014,O9135,U
40949,O6413,C
682932,O6116,G
370693,O8300,U
501842,O2163,U
771739,O6012,C
191100,O7075,G
725250,O9559,U
807540,O9803,U
417317,O4539,C
998847,O1333,G
248810,O6291,U
62250,O2948,U
806732,O9861,C
930522,O2819,G
21376,O1700,U
641423,O1303,U
990823,O1187,C
357372,O7077,G
747331,O3336,U
94374,O3773,U
860136,O4809,C
418241,O6021,G
775091,O9330,U
684731,O3425,U
925550,O3490,C
753675,O9642,G
990448,O4197,U
656869,O5868,U
502455,O3019,C
335171,O3606,G
867627,O2413,U
13725,O6622,U
160499,O6512,C
69632,O3020,G
584115,O7758,U
28566,O8991,U
239059,O6069,C
273100,O5463,G
859322,O3892,U
805713,O8863,U
51201,O7138,C
377196,O8599,G
269045,O9080,U
472469,O8672,U
800402,O5062,C
523,O8303,G
719865,O3683,U
412162,O5237,U
437469,O4365,C
42101,O6117,G
281707,O9422,U
260753,O1072,U
819933,O2217,C
327192,O4197,G
387469,O9785,U
953067,O5126,U
933141,O8545,C
487039,O6834,G
181952,O2006,U
128278,O7516,U
194651,O6889,C
894220,O4671,G
92020,O2283,U
198238,O1327,U
240853,O4565,C
481164,O2100,G
63916,O8144,U
77550,O5095,U
180771,O5328,C
937759,O9485,G
22897,O6169,U
258536,O7864,U
464954,O4174,C
891620,O3555,G
449548,O4746,U
263168,O7615,U
843846,O4372,C
790706,O5734,G
776129,O4048,U
696306,O2881,U
549584,O2921,C
555069,O746,G
738674,O2494,U
69269,O2205,U
126306,O3062,C
674288,O5020,G
31019,O6515,U
337969,O9073,U
552325,O3353,C
721735,O7260,G
726441,O8147,U
357803,O894,U
295453,O3237,C
639919,O113,G
114218,O7118,U
522272,O4999,U
879616,O6138,C
102340,O4719,G
293886,O9,U
666391,O119,U
55496,O2289,C
465537,O3199,G
709384,O894,U
544108,O8131,U
506998,O9585,C
340374,O9715,G
446145,O8577,U
271406,O2,U
517176,O2059,C
637052,O8674,G
150842,O7667,U
347568,O2175,U
879162,O6819,C
742382,O6781,G
169440,O5684,U
305800,O335,U
177960,O2382,C
767546,O5530,G
270000,O630,U
48574,O2716,U
700069,O1039,C
171922,O3450,G
220890,O7128,U
208755,O7164,U
558148,O8219,C
815983,O5783,G
266588,O985,U
140959,O1575,U
621584,O2615,C
834427,O4852,G
904699,O6501,U
741654,O6916,U
448245,O6465,C
955647,O8094,G
646400,O9115,U
293938,O2116,U
850410,O3727,C
127148,O6150,G
744006,O6779,U
65414,O810,U
263221,O5007,C
294313,O5052,G
762399,O3210,U
646143,O226,U
32326,O8070,C
400830,O8779,G
810481,O5048,U
822710,O9949,U
484517,O3920,C
315072,O8267,G
165431,O3148,U
879176,O8679,U
577107,O8750,C
248157,O118,G
243316,O5124,U
557633,O9717,U
472916,O2165,C
369010,O1615,G
989124,O4297,U
346619,O7301,U
526875,O5620,C
652665,O1733,G
990449,O9555,U
943794,O2879,U
981001,O2873,C
941140,O2374,G
859439,O5513,U
885784,O1790,U
846879,O2907,C
713044,O1075,G
751968,O9186,U
322518,O7156,U
283533,O8359,C
665275,O2236,G
274810,O4155,U
101100,O4852,U
56317,O2273,C
236505,O7680,G
924140,O8099,U
619102,O9936,U
950108,O7400,C
796530,O6596,G
869818,O8735,U
754454,O5607,U
344655,O2434,C
404936,O9803,G
510271,O5533,U
23186,O826,U
274796,O5833,C
501301,O2859,G
289785,O1192,U
961240,O7670,U
521311,O3270,C
289262,O659,G
654892,O9880,U
384748,O1305,U
697799,O588,C
443032,O9537,G
962504,O3782,U
974161,O9225,U
603101,O1104,C
240039,O9902,G
850759,O3652,U
522327,O5455,U
199068,O907,C
316628,O4497,G
659286,O4132,U
567240,O4560,U
989768,O2951,C
619707,O4838,G
49845,O9551,U
31678,O3460,U
184248,O1845,C
517006,O6971,G
189169,O7716,U
129828,O9907,U
866732,O8449,C
251022,O3307,G
43904,O2727,U
108665,O9662,U
723129,O839,C
457783,O1076,G
88061,O9919,U
382890,O5447,U
562125,O8259,C
400296,O5719,G
497212,O7055,U
813522,O7378,U
469383,O5295,C
844540,O5673,G
408069,O4095,U
243163,O151,U
803492,O2842,C
247911,O3048,G
396673,O1587,U
248120,O1515,U
850074,O1251,C
409821,O5708,G
466024,O2173,U
549797,O7465,U
677178,O91,C
353401,O6732,G
46545,O3315,U
95823,O755,U
616448,O3541,C
869864,O6652,G
148149,O9237,U
698709,O5303,U
747266,O6582,C
429550,O2010,G
953456,O6017,U
128327,O1243,U
863137,O1144,C
870792,O1780,G
335081,O8957,U
900767,O9631,U
455286,O5476,C
882885,O180,G
149820,O1728,U
511329,O4634,U
290893,O4563,C
931385,O2484,G
800223,O7715,U
628786,O3460,U
672844,O1730,C
838358,O3722,G
828546,O6612,U
607254,O6398,U
490057,O2449,C
242918,O6610,G
41365,O7371,U
633041,O8725,U
989771,O7508,C
245751,O2919,G
430541,O40,U
323257,O2925,U
120058,O6553,C
70162,O8023,G
869447,O9523,U
860053,O8493,U
459675,O5809,C
804239,O5214,G
499057,O6805,U
911935,O7148,U
468369,O7330,C
551601,O7503,G
923191,O2523,U
368017,O744,U
537574,O3617,C
783441,O4821,G
411385,O7619,U
782394,O8476,U
259140,O4389,C
670543,O4657,G
957086,O7751,U
96381,O5475,U
953955,O4887,C
434527,O873,G
296321,O3059,U
337564,O9853,U
620067,O5515,C
797230,O598,G
500307,O6794,U
61527,O4154,U
237037,O1637,C
936438,O1457,G
618519,O1210,U
543794,O2531,U
10370,O5962,C
124346,O3782,G
889147,O3202,U
299344,O6326,U
575524,O9940,C
722813,O8700,G
568899,O407,U
416418,O5204,U
600524,O4742,C
712650,O6343,G
760659,O8828,U
620486,O1247,U
109838,O9539,C
922980,O8901,G
698458,O6283,U
392377,O9960,U
192942,O3083,C
407951,O7332,G
228713,O1826,U
703923,O6929,U
394356,O9290,C
285336,O9892,G
227351,O8248,U
922806,O6531,U
544721,O5841,C
394462,O9194,G
236456,O8894,U
548875,O1055,U
765444,O5125,C
276238,O3992,G
899315,O3375,U
256126,O5167,U
342642,O8343,C
901604,O8822,G
988212,O8758,U
656828,O3676,U
830918,O9263,C
705060,O938,G
174031,O6386,U
798587,O311,U
870809,O8743,C
976356,O7703,G
627016,O7985,U
30598,O8712,U
940961,O6318,C
583415,O3742,G
661188,O8854,U
377377,O898,U
324809,O446,C
154458,O656,G
945542,O4081,U
221614,O7948,U
498270,O1604,C
911580,O9540,G
65633,O1374,U
765628,O9716,U
865189,O5546,C
965544,O2903,G
982458,O5610,U
72057,O6637,U
494789,O5280,C
952156,O7854,G
26032,O5881,U
69939,O3677,U
268369,O4511,C
243813,O3319,G
586573,O9016,U
811722,O7433,U
320894,O1377,C
182626,O9945,G
309969,O8723,U
525119,O2756,U
812477,O7094,C
136553,O7188,G
132269,O5310,U
692487,O9521,U
374260,O7949,C
220221,O3345,G
742558,O9680,U
118373,O2138,U
393636,O7764,C
663337,O2715,G
99789,O43,U
546748,O9193,U
219280,O8222,C
626397,O3073,G
370781,O3130,U
521102,O3892,U
500532,O8645,C
453528,O5247,G
42291,O7881,U
173145,O8917,U
346216,O6420,C
193655,O9430,G
730988,O6541,U
370100,O9916,U
828140,O3075,C
560603,O5209,G
108276,O4505,U
304562,O9288,U
8474,O3171,C
217470,O2409,G
687508,O5982,U
23937,O6802,U
203799,O1152,C
603353,O5644,G
935716,O9316,U
526249,O9598,U
670923,O3681,C
758224,O9632,G
851410,O3915,U
648370,O4023,U
326759,O6380,C
941038,O7875,G
241490,O5159,U
73123,O9875,U
317579,O9165,C
653323,O4210,G
952334,O8270,U
611038,O3370,U
905311,O3756,C
122036,O7785,G
25993,O3826,U
763523,O4153,U
423447,O5629,C
241786,O5346,G
288935,O3754,U
171155,O2692,U
207482,O4607,C
883255,O5721,G
727320,O8135,U
108664,O9295,U
405148,O1470,C
20606,O1401,G
928955,O8696,U
854225,O9860,U
769508,O9529,C
844186,O6487,G
628749,O8399,U
607047,O1902,U
174880,O420,C
578115,O8434,G
887198,O2641,U
324717,O8304,U
405423,O5284,C
795954,O5651,G
184650,O6647,U
813429,O7146,U
976291,O9549,C
649693,O1831,G
922471,O6112,U
443245,O522,U
114916,O3564,C
737133,O4408,G
537879,O7646,U
583264,O9998,U
459504,O4289,C
807632,O5111,G
177622,O8424,U
509842,O7127,U
817785,O1317,C
242102,O2267,G
9066,O1639,U
516866,O3751,U
535537,O9193,C
833034,O4893,G
975512,O5612,U
24572,O1698,U
470937,O2213,C
339782,O9998,G
139605,O599,U
659750,O5633,U
7023,O5384,C
868175,O1731,G
742708,O7912,U
922454,O1326,U
19036,O8543,C
395107,O9509,G
341411,O4285,U
724767,O429,U
197358,O6467,C
811284,O1042,G
309158,O5188,U
955414,O132,U
39929,O673,C
370270,O280,G
834286,O448,U
467416,O3245,U
965287,O6655,C
967455,O4440,G
890360,O1118,U
585848,O5074,U
554999,O1499,C
206103,O333,G
480354,O6129,U
992312,O9905,U
410021,O4915,C
695345,O5098,G
59867,O4240,U
546192,O9386,U
380232,O1679,C
900257,O1009,G
222128,O8174,U
317955,O2200,U
818738,O7006,C
358673,O5790,G
914333,O698,U
113492,O9678,U
337980,O9997,C
788229,O7047,G
65832,O1828,U
599545,O5078,U
277049,O2556,C
21069,O7124,G
847842,O2265,U
268202,O4957,U
954094,O9923,C
130408,O9118,G
189105,O8114,U
337560,O3753,U
106644,O2865,C
74604,O3037,G
82619,O2373,U
718010,O167,U
621338,O3645,C
814041,O9115,G
941333,O9324,U
910618,O2325,U
778214,O2357,C
947592,O6066,G
636388,O1273,U
340815,O824,U
382308,O3760,C
170133,O7541,G
843102,O3507,U
92794,O3298,U
560773,O3631,C
819402,O629,G
449301,O6577,U
674597,O6689,U
837422,O2617,C
858613,O9389,G
93785,O7679,U
86882,O4815,U
813997,O2965,C
224997,O7742,G
857941,O7696,U
443881,O9464,U
468982,O1438,C
224825,O8343,G
688070,O5896,U
279104,O1030,U
986781,O1976,C
567527,O7499,G
787619,O4129,U
298630,O25,U
163773,O1844,C
724227,O4258,G
667388,O1669,U
30897,O7348,U
875434,O8793,C
89014,O6451,G
681902,O8434,U
532028,O9624,U
187629,O3394,C
838533,O3759,G
264776,O907,U
461437,O8311,U
339986,O389,C
121344,O1186,G
747294,O7991,U
696704,O6973,U
86967,O9372,C
768539,O1994,G
321997,O6815,U
128180,O5163,U
37911,O794,C
232759,O9414,G
937472,O1030,U
641925,O5238,U
25337,O4423,C
335461,O6854,G
224956,O9626,U
873927,O2633,U
259418,O312,C
522907,O7831,G
458409,O432,U
594227,O6484,U
946426,O3355,C
735468,O3604,G
150185,O9904,U
88023,O2093,U
561226,O9586,C
732329,O5021,G
675411,O8322,U
970651,O7656,U
676523,O7522,C
427276,O2820,G
268555,O967,U
518618,O183,U
438709,O7275,C
567355,O8769,G
188635,O817,U
783024,O8685,U
736769,O8558,C
72256,O57,G
548056,O3581,U
250500,O5377,U
204200,O8391,C
346703,O3873,G
758588,O8001,U
936684,O2193,U
93523,O9935,C
601293,O1431,G
604552,O3330,U
743756,O2688,U
448815,O2942,C
338285,O3228,G
136412,O3397,U
923641,O8991,U
165865,O8761,C
174278,O8435,G
844532,O3860,U
270613,O2514,U
688188,O2730,C
702694,O2902,G
394162,O155,U
227913,O8651,U
71582,O116,C
758196,O1335,G
252034,O9021,U
857545,O9600,U
279752,O5135,C
125458,O6114,G
673009,O9967,U
706046,O9749,U
822474,O7247,C
203466,O6052,G
432630,O2410,U
729695,O6451,U
528185,O7646,C
574572,O4337,G
905674,O1380,U
253135,O5808,U
1805,O465,C
539523,O6779,G
212665,O9782,U
994625,O287,U
284922,O4356,C
114123,O7268,G
661442,O6400,U
125463,O821,U
477549,O7847,C
406329,O2250,G
517423,O3553,U
192252,O3335,U
742938,O113,C
167458,O8403,G
157302,O2784,U
13063,O1466,U
145802,O8994,C
243664,O7286,G
616803,O8237,U
217317,O6601,U
286941,O1561,C
732000,O5421,G
646226,O5807,U
606377,O6820,U
695874,O4601,C
693680,O9410,G
674654,O3145,U
48602,O7226,U
257086,O366,C
724658,O6883,G
3409,O349,U
196261,O5775,U
798239,O6879,C
874364,O3730,G
639098,O2916,U
873475,O1620,U
605495,O1604,C
118152,O8470,G
67627,O6305,U
823579,O7993,U
622066,O8708,C
581930,O4559,G
769130,O4610,U
454076,O719,U
